time,sensor,temperature
1:24:00 PM,T_SURF2HS_2,39.5
1:24:00 PM,T_SURF1HS_2,40.2
1:24:00 PM,T_SURF6HS_1,52.6
1:24:00 PM,T_SURF5HS_1,53.8
1:24:00 PM,T_SURF4HS_1,53.8
1:24:00 PM,T_SURF3HS_1,55.2
1:24:00 PM,T_SURF2HS_1,48.8
1:24:00 PM,T_SURF1HS_1,53.3
1:24:00 PM,T_SURF6HS_0,53.6
1:24:00 PM,T_SURF5HS_0,53.8
1:24:00 PM,T_SURF4HS_0,53.8
1:24:00 PM,T_SURF3HS_0,52.9
1:24:00 PM,T_SURF2HS_0,52.1
1:24:00 PM,T_SURF1HS_0,52.4
1:24:14 PM,T_SURF7HS_3,39.5
1:24:14 PM,T_SURF6HS_3,39.5
1:24:14 PM,T_SURF5HS_3,40.2
1:24:14 PM,T_SURF4HS_3,40.2
1:24:14 PM,T_SURF3HS_3,40.2
1:24:14 PM,T_SURF2HS_3,39
1:24:14 PM,T_SURF1HS_3,34
1:24:14 PM,T_SURF7HS_2,39
1:24:14 PM,T_SURF6HS_2,39.5
1:24:14 PM,T_SURF5HS_2,39.3
1:24:14 PM,T_SURF4HS_2,39.3
1:24:14 PM,T_SURF3HS_2,41.2
1:24:14 PM,T_SURF2HS_2,40
1:24:14 PM,T_SURF1HS_2,40.7
1:24:14 PM,T_SURF6HS_1,52.6
1:24:14 PM,T_SURF5HS_1,54
1:24:14 PM,T_SURF4HS_1,54
1:24:14 PM,T_SURF3HS_1,55.5
1:24:14 PM,T_SURF2HS_1,48.8
1:24:14 PM,T_SURF1HS_1,53.6
1:24:14 PM,T_SURF6HS_0,53.6
1:24:14 PM,T_SURF5HS_0,53.8
1:24:14 PM,T_SURF4HS_0,54
1:24:14 PM,T_SURF3HS_0,53.3
1:24:14 PM,T_SURF2HS_0,52.1
1:24:14 PM,T_SURF1HS_0,52.4
1:24:27 PM,T_SURF7HS_3,40
1:24:27 PM,T_SURF6HS_3,39.8
1:24:27 PM,T_SURF5HS_3,40.2
1:24:27 PM,T_SURF4HS_3,40
1:24:27 PM,T_SURF3HS_3,40.2
1:24:27 PM,T_SURF2HS_3,39.3
1:24:27 PM,T_SURF1HS_3,34.3
1:24:27 PM,T_SURF7HS_2,39.3
1:24:27 PM,T_SURF6HS_2,39.3
1:24:27 PM,T_SURF5HS_2,39
1:24:27 PM,T_SURF4HS_2,39.8
1:24:27 PM,T_SURF3HS_2,41.2
1:24:27 PM,T_SURF2HS_2,40
