time,sensor,temperature
1:44:11 PM,T_TURFIO_1,63.5
1:44:11 PM,T_TURFIO_0,61.8
1:44:11 PM,T_RPU_TURF,52.9
1:44:11 PM,T_APU_TURF,53.4
1:44:18 PM,T_TURFIO_3,55.4
1:44:18 PM,T_TURFIO_2,56.5
1:44:18 PM,T_TURFIO_1,64.1
1:44:18 PM,T_TURFIO_0,62
1:44:18 PM,T_RPU_TURF,54.1
1:44:18 PM,T_APU_TURF,54.9
1:44:28 PM,T_TURFIO_3,54.3
1:44:28 PM,T_TURFIO_2,56.6
1:44:28 PM,T_TURFIO_1,63.9
1:44:28 PM,T_TURFIO_0,61.9
1:44:28 PM,T_RPU_TURF,54
1:44:28 PM,T_APU_TURF,53.4
1:44:39 PM,T_TURFIO_3,54.6
1:44:39 PM,T_TURFIO_2,56.1
1:44:39 PM,T_TURFIO_1,63.6
1:44:39 PM,T_TURFIO_0,62.5
1:44:39 PM,T_RPU_TURF,54.7
1:44:39 PM,T_APU_TURF,54
1:44:49 PM,T_TURFIO_3,55.2
1:44:49 PM,T_TURFIO_2,57
1:44:49 PM,T_TURFIO_1,63.7
1:44:49 PM,T_TURFIO_0,61.9
1:44:49 PM,T_RPU_TURF,54.8
1:44:49 PM,T_APU_TURF,55.1
1:44:59 PM,T_TURFIO_1,63.7
1:44:59 PM,T_TURFIO_0,61.3
1:44:59 PM,T_RPU_TURF,54.1
1:44:59 PM,T_APU_TURF,53.9
1:45:00 PM,T_TURFIO_3,54.8
1:45:00 PM,T_TURFIO_2,56.8
1:45:10 PM,T_TURFIO_3,55.7
1:45:10 PM,T_TURFIO_2,58.6
1:45:10 PM,T_TURFIO_1,63.2
1:45:10 PM,T_TURFIO_0,62.4
1:45:10 PM,T_RPU_TURF,54.4
1:45:10 PM,T_APU_TURF,54
1:45:20 PM,T_TURFIO_3,56.2
1:45:20 PM,T_TURFIO_2,58.1
1:45:20 PM,T_TURFIO_1,64.5
1:45:20 PM,T_TURFIO_0,62.5
1:45:20 PM,T_RPU_TURF,54.8
1:45:20 PM,T_APU_TURF,53
1:45:30 PM,T_TURFIO_0,62.8
1:45:30 PM,T_RPU_TURF,54.1
1:45:30 PM,T_APU_TURF,54.7
1:45:31 PM,T_TURFIO_3,56
1:45:31 PM,T_TURFIO_2,57
1:45:31 PM,T_TURFIO_1,64.2
1:45:41 PM,T_TURFIO_3,56.1
1:45:41 PM,T_TURFIO_2,58.1
